"ID","Handle","Command","Title","Body HTML","Vendor","Type","Status","URL","Metafield: title_tag [string]","Metafield: description_tag [string]","Metafield: mm-google-shopping.custom_product [boolean]","Metafield: custom.short_description [multi_line_text_field]","Metafield: shopify--discovery--product_search_boost.queries [list.single_line_text_field]","Metafield: shopify--discovery--product_recommendation.related_products [list.product_reference]","Metafield: shopify--discovery--product_recommendation.related_products_display [single_line_text_field]","Metafield: shopify--discovery--product_recommendation.complementary_products [list.product_reference]","Metafield: shopify.size [list.metaobject_reference]","Metafield: shopify.color-pattern [list.metaobject_reference]","Metafield: shopify.accessory-size [list.metaobject_reference]","Metafield: shopify.age-group [list.metaobject_reference]","Metafield: shopify.neckline [list.metaobject_reference]","Metafield: shopify.automation [list.metaobject_reference]","Metafield: shopify.fabric [list.metaobject_reference]","Metafield: shopify.sleeve-length-type [list.metaobject_reference]","Metafield: shopify.target-gender [list.metaobject_reference]","Metafield: shopify.top-length-type [list.metaobject_reference]","Metafield: custom.organization [metaobject_reference]","Metafield: custom.size_guide [page_reference]","Metafield: custom.fit_information_for_product [rich_text_field]","Metafield: custom.materials_and_care [rich_text_field]","Metafield: custom.specs_and_features [rich_text_field]","Metafield: mm-google-shopping.google_product_category [string]","Metafield: mc-facebook.google_product_category [string]","Metafield: mm-google-shopping.age_group [string]","Metafield: comingsoon_app.csp_status [string]"
"9704459960641","pwhl-montreal-victoire-game-day-puck","MERGE","Montreal Victoire Official Game Day Puck","<p>Own a piece of history with the PWHL Montreal Victoire Game Day Puck. Crafted to on-ice quality standards, this puck marks the first opportunity to collect a game day puck featuring the new team name and logo. Perfect for fans and collectors alike, it's a must-have keepsake.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 3"""" (7.6 cm) W x 1"""" (2.5 cm) H</p>
<p>Weighs 6oz (170 grams).</p>
<p>PWHL Montreal Victoire - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-montreal-victoire-game-day-puck","","","","","","","","","","shopify--color-pattern.black","","","","","","","","","","","","","","","","",""
"9704461762881","pwhl-ottawa-charge-game-day-puck","MERGE","Ottawa Charge Official Game Day Puck","<p>Own a piece of history with the PWHL Ottawa Charge Game Day Puck. Crafted to on-ice quality standards, this puck marks the first opportunity to collect a game day puck featuring the new team name and logo. Perfect for fans and collectors alike, it's a must-have keepsake.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 3"""" (7.6 cm) W x 1"""" (2.5 cm) H</p>
<p>Weighs 6oz (170 grams).</p>
<p>PWHL Ottawa Charge - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-ottawa-charge-game-day-puck","","","","","","","","","","shopify--color-pattern.black","","","","","","","","","","","","","","","","",""
"9704462221633","pwhl-minnesota-frost-game-day-puck","MERGE","Minnesota Frost Official Game Day Puck","<p>Own a piece of history with the PWHL Minnesota Frost Game Day Puck. Crafted to on-ice quality standards, this puck marks the first opportunity to collect a game day puck featuring the new team name and logo. Perfect for fans and collectors alike, it's a must-have keepsake.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 3"""" (7.6 cm) W x 1"""" (2.5 cm) H</p>
<p>Weighs 6oz (170 grams).</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-minnesota-frost-game-day-puck","","","","","","","","","","shopify--color-pattern.black","","","","","","","","","","","","","","","","",""
"9704462876993","pwhl-boston-fleet-game-day-puck","MERGE","Boston Fleet Official Game Day Puck","<p>Own a piece of history with the PWHL Boston Fleet Game Day Puck. Crafted to on-ice quality standards, this puck marks the first opportunity to collect a game day puck featuring the new team name and logo. Perfect for fans and collectors alike, it's a must-have keepsake.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 3"""" (7.6 cm) W x 1"""" (2.5 cm) H</p>
<p>Weighs 6oz (170 grams).</p>
<p>PWHL Boston Fleet - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-boston-fleet-game-day-puck","","","","","","","","","","shopify--color-pattern.black","","","","","","","","","","","","","","","","",""
"9704463401281","pwhl-new-york-sirens-game-day-puck","MERGE","New York Sirens Official Game Day Puck","<p>Own a piece of history with the PWHL New York Sirens Game Day Puck. Crafted to on-ice quality standards, this puck marks the first opportunity to collect a game day puck featuring the new team name and logo. Perfect for fans and collectors alike, it's a must-have keepsake.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 3"""" (7.6 cm) W x 1"""" (2.5 cm) H</p>
<p>Weighs 6oz (170 grams).</p>
<p>PWHL New York Sirens - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-new-york-sirens-game-day-puck","","","","","","","","","","shopify--color-pattern.black","","","","","","","","","","","","","","","","",""
"9704651358529","pwhl-toronto-sceptres-mini-stick","MERGE","Toronto Sceptres Mini Stick","<p>Get ready for some fun with the PWHL Toronto Sceptres Mini Sticks, perfect for play or as a collectible. Made from durable plastic, these mini sticks feature the new team names and logos for the first time ever. Whether you’re adding to your collection or practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. They are not intended for on-ice use.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 18"""" (45.7 cm).</p>
<p>PWHL Toronto Sceptres - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-toronto-sceptres-mini-stick","","Elevate your hockey fandom with the Offical 2024 PWHL Draft Mini Sticks, official merchandise of the PWHL. These mini marvels are designed for more than just play—they’re a tribute to the excitement of the PWHL Draft and a perfect collectible for any hockey enthusiast. Whether you’re practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. Not intended for on ice play.","","","","","","","","shopify--color-pattern.white","","","","","","","","","","","","","","6076","6076","",""
"9704658403649","pwhl-montreal-victoire-mini-stick","MERGE","Montreal Victoire Mini Stick","<p>Get ready for some fun with the PWHL Montreal Victoire Mini Sticks, perfect for play or as a collectible. Made from durable plastic, these mini sticks feature the new team names and logos for the first time ever. Whether you’re adding to your collection or practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. They are not intended for on-ice use.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 18"""" (45.7 cm).</p>
<p>PWHL Montreal Victoire - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-montreal-victoire-mini-stick","","Elevate your hockey fandom with the Offical 2024 PWHL Draft Mini Sticks, official merchandise of the PWHL. These mini marvels are designed for more than just play—they’re a tribute to the excitement of the PWHL Draft and a perfect collectible for any hockey enthusiast. Whether you’re practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. Not intended for on ice play.","","","","","","","","shopify--color-pattern.white","","","","","","","","","","","","","","6076","6076","",""
"9704659353921","pwhl-ottawa-charge-mini-stick","MERGE","Ottawa Charge Mini Stick","<p>Get ready for some fun with the PWHL Ottawa Charge Mini Sticks, perfect for play or as a collectible. Made from durable plastic, these mini sticks feature the new team names and logos for the first time ever. Whether you’re adding to your collection or practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. They are not intended for on-ice use.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 18"""" (45.7 cm).</p>
<p>PWHL Ottawa Charge - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-ottawa-charge-mini-stick","","Elevate your hockey fandom with the Offical 2024 PWHL Draft Mini Sticks, official merchandise of the PWHL. These mini marvels are designed for more than just play—they’re a tribute to the excitement of the PWHL Draft and a perfect collectible for any hockey enthusiast. Whether you’re practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. Not intended for on ice play.","","","","","","","","shopify--color-pattern.white","","","","","","","","","","","","","","6076","6076","",""
"9704660271425","pwhl-minnesota-frost-mini-stick","MERGE","Minnesota Frost Mini Stick","<p>Get ready for some fun with the PWHL Minnesota Frost Mini Sticks, perfect for play or as a collectible. Made from durable plastic, these mini sticks feature the new team names and logos for the first time ever. Whether you’re adding to your collection or practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. They are not intended for on-ice use.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 18"""" (45.7 cm).</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-minnesota-frost-mini-stick","","Elevate your hockey fandom with the Offical 2024 PWHL Draft Mini Sticks, official merchandise of the PWHL. These mini marvels are designed for more than just play—they’re a tribute to the excitement of the PWHL Draft and a perfect collectible for any hockey enthusiast. Whether you’re practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. Not intended for on ice play.","","","","","","","","shopify--color-pattern.white","","","","","","","","","","","","","","6076","6076","",""
"9704660861249","pwhl-boston-fleet-mini-stick","MERGE","Boston Fleet Mini Stick","<p>Get ready for some fun with the PWHL Boston Fleet Mini Sticks, perfect for play or as a collectible. Made from durable plastic, these mini sticks feature the new team names and logos for the first time ever. Whether you’re adding to your collection or practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. They are not intended for on-ice use.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 18"""" (45.7 cm).</p>
<p>PWHL Boston Fleet - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-boston-fleet-mini-stick","","Elevate your hockey fandom with the Offical 2024 PWHL Draft Mini Sticks, official merchandise of the PWHL. These mini marvels are designed for more than just play—they’re a tribute to the excitement of the PWHL Draft and a perfect collectible for any hockey enthusiast. Whether you’re practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. Not intended for on ice play.","","","","","","","","shopify--color-pattern.white","","","","","","","","","","","","","","6076","6076","",""
"9704661451073","pwhl-new-york-sirens-mini-stick","MERGE","New York Sirens Mini Stick","<p>Get ready for some fun with the PWHL New York Sirens Mini Sticks, perfect for play or as a collectible. Made from durable plastic, these mini sticks feature the new team names and logos for the first time ever. Whether you’re adding to your collection or practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. They are not intended for on-ice use.</p>
<p><meta charset=""utf-8""><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Measures 18"""" (45.7 cm).</p>
<p>PWHL New York Sirens - Professional Women's Hockey League Official Product</p>","Inglasco","","Active","https://shop.thepwhl.com/products/pwhl-new-york-sirens-mini-stick","","Elevate your hockey fandom with the Offical 2024 PWHL Draft Mini Sticks, official merchandise of the PWHL. These mini marvels are designed for more than just play—they’re a tribute to the excitement of the PWHL Draft and a perfect collectible for any hockey enthusiast. Whether you’re practicing your air hockey skills or just having fun with friends, these mini sticks are perfect for light-hearted play. Not intended for on ice play.","","","","","","","","shopify--color-pattern.white","","","","","","","","","","","","","","6076","6076","",""
"9742992671041","pwhl-22oz-copper-vacuum-insulated-tumbler","MERGE","PWHL 22 oz Copper Vacuum Insulated Tumbler","<p>The PWHL 22 oz Copper Vacuum Insulated Tumbler features durable double-wall stainless steel construction, keeping drinks cold for 24 hours and hot for at least 6. Say goodbye to condensation and hello to a sleek, scratch-resistant finish. With an easy-push lid and a reusable Tritan straw, sipping is a breeze. The wide opening allows for comfortable filling and pouring, while the design fits most car cup holders.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong><strong></strong></p>
<p>Material Details: Stainless Steel with triton straw and lid.</p>
<p>Care Instructions: Dishwasher safe but hand washing is recommended.</p>
<p>Measures 7.8"" (19.8 cm) H x 3.5"" (8.9 cm) W</p>
<p>Weighs 10.4 oz (295 grams)</p>
<p>PWHL - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/pwhl-22oz-copper-vacuum-insulated-tumbler","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9742993916225","pwhl-rocks-glass","MERGE","PWHL Rocks Glass","<p>Elevate your drinking experience with the PWHL Rocks Glass. This classic 10.5 oz rocks glass, also known as a double old-fashioned, is crafted from lead-free glass, ensuring both safety and exceptional clarity for showcasing your favorite beverages. Built to withstand the test of time, this durable glass is ready for countless clinks and celebrations. Perfect for your home bar or as a thoughtful gift.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Material Details: Lead-free glass.</p>
<p>Care Instructions: Hand wash only.</p>
<p>Measures 5.5"" (14 cm) H x 3.25"" (8.3 cm) W</p>
<p>Weighs 12 oz (340 grams)</p>
<p>PWHL - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/pwhl-rocks-glass","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9742994702657","pwhl-25oz-camelbak-eddy-bottle-tritan-renew","MERGE","PWHL 25 oz CamelBak Eddy Bottle Tritan Renew","<p>Stay hydrated sustainably with the PWHL 25 oz CamelBak Eddy Bottle Tritan Renew. This durable bottle features 50% recycled plastic, making it both eco-friendly and BPA-free. Designed for convenience, it’s shatter, stain, and odor-resistant, with a wide mouth for easy filling and cleaning. The spill-proof screw-on lid with a bite valve allows for effortless sipping, while the single-finger carry handle ensures easy portability. It's lightweight too!</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Material Details: BPA-free Eastman Tritan Renew 50% recycled material.</p>
<p>Care Instructions: Dishwasher safe but hand washing is recommended.</p>
<p>Measures 10"" (25.4 cm) H x 3"" (7.6 cm) W</p>
<p>Weighs 8 oz (203 grams)</p>
<p>PWHL - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/pwhl-25oz-camelbak-eddy-bottle-tritan-renew","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9742995554625","pwhl-soda-can-glass","MERGE","PWHL Soda Can Glass","<p>Raise your glass in style with the PWHL Soda Can Glass. This 16 oz beauty features a unique design that mimics a classic beverage can, adding a playful twist to your drinkware collection. Made from lead-free glass, it ensures a safe and enjoyable sipping experience and is made to withstand countless clinks.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Materials: Lead-free glass.</p>
<p>Care Instructions: Hand wash only.</p>
<p>Measures 5.5"" (14 cm) H x 3"" (7.6 cm) W</p>
<p>Weighs 9 oz (228 grams)</p>
<p>PWHL - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/pwhl-soda-can-glass","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9742995751233","pwhl-soda-can-glass-with-lid-and-straw","MERGE","PWHL Soda Can Glass with Lid and Straw","<p>Raise your glass in style with the PWHL Soda Can Glass with Lid and Straw. This 16 oz beauty features a unique design that mimics a classic beverage can with a bamboo lid and reusable stainless steel straw. Made from lead-free glass, it ensures a safe and enjoyable sipping experience and is made to withstand countless clinks.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Materials: Lead-free glass, bamboo lid and stainless steel straw.</p>
<p>Care Instructions: Hand wash only.</p>
<p>Measures 5.5"" (14 cm) H x 3"" (7.6 cm) W</p>
<p>Weighs 10 oz (284 grams)</p>
<p>PWHL - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/pwhl-soda-can-glass-with-lid-and-straw","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9742997782849","pwhl-stemless-wine-glass","MERGE","PWHL Stemless Wine Glass","<p>Elevate your sipping experience with the PWHL Stemless Wine Glass. Featuring a sophisticated, curved design that’s both elegant and comfortable to hold, this glass is perfect for any occasion. Crafted from lead-free, durable glass, it ensures a safe and enjoyable drinking experience. The stemless base not only adds stability but also helps prevent spills, making it ideal for gatherings or cozy nights in. Its bowl shape enhances the flavors of your favorite wines, cocktails, or sodas, allowing you to fully appreciate every sip.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Materials: Lead-free glass.</p>
<p>Care Instructions: Hand wash only.</p>
<p>Measures 4.5"" H (11.4 cm) x 3"" (7.6 cm) W</p>
<p>Weighs 15 oz (380 grams)</p>
<p>PWHL - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/pwhl-stemless-wine-glass","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9742999257409","pwhl-16oz-camelbak-forge-flow","MERGE","PWHL 16 oz CamelBak Forge Flow","<p>Stay refreshed on the go with the PWHL 16 oz CamelBak Forge Flow. This innovative bottle features a leakproof cap and a self-sealing, one-handed drink lever, ensuring that your beverages stay at the perfect temperature for hours—without spilling a drop. Designed for convenience, the easy-slide free-flow lock button makes sipping and cooling a breeze. Built for your daily adventures, its durable exterior boasts a full powder-coat finish and sits steadily on a non-slip silicone base.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Materials: Stainless steel.</p>
<p>Care Instructions: Dishwasher safe but hand washing is recommended.</p>
<p>Measures 8.7"" (22 cm) H x 4.2"" (10.7 cm) W</p>
<p>Weighs 15 oz (380 grams)</p>
<p>PWHL - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/pwhl-16oz-camelbak-forge-flow","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9742999748929","pwhl-32oz-3-in-1-vacuum-bottle-kit","MERGE","PWHL 32 oz 3 in 1 Vacuum Bottle Kit","<p>Meet your new hydration hero: the PWHL 32 oz 3 in 1 Vacuum Insulated Bottle Kit. Designed for your active lifestyle, this versatile bottle comes with three interchangeable screw on lids—a straw lid, a chug lid, and a flip closure lid—so you can customize your sipping experience to match any adventure. Crafted from durable double-wall stainless steel with copper insulation, this bottle keeps your drinks cold for up to 48 hours and hot for at least 12, all while preventing condensation on the outside. Plus, it arrives in an FSC-certified premium gift box, making it an ideal present for friends or a treat for yourself.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Materials: Stainless steel with copper insulation.</p>
<p>Care Instructions: Dishwasher safe but hand washing is recommended.</p>
<p>Measures 10"" (25.4 cm) H x 4.2"" (10.6 cm) W</p>
<p>Weighs 18.6 oz (526 grams)</p>
<p>PWHL - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/pwhl-32oz-3-in-1-vacuum-bottle-kit","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9743001026881","minnesota-frost-40-oz-eco-friendly-straw-tumbler","MERGE","Minnesota Frost 40 oz Eco-Friendly Straw Tumbler","<p>Stay hydrated in style with the Minnesota Frost oz Eco-Friendly Straw Tumbler. This durable tumbler features double-wall construction, keeping your drinks hot for 2 hours and cold for 4 hours. The slim base fits most cup holders, making it perfect for on-the-go. Equipped with a splash-proof lid and a food-grade recycled straw, it's designed for both sippers and chuggers. The comfortable carry handle and vibrant color-matching swivel closure enhance portability, while the stainless steel exterior adds a high-gloss finish. Crafted from 100% recycled materials, this tumbler combines eco-friendliness with functionality.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Material Details: Stainless Steel exterior. Handle, straw, lid and interior liner are made with 100% recycled food-grade plastic.</p>
<p>Care Instructions: Hand-wash only for lasting use.</p>
<p>Measures 10.3"" H (26 cm) x 5.4"" (13.7 cm) W</p>
<p>Weighs 10 oz (284 grams)</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/minnesota-frost-40-oz-eco-friendly-straw-tumbler","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9743003353409","minnesota-frost-22oz-copper-vacuum-insulated-tumbler","MERGE","Minnesota Frost 22 oz Copper Vacuum Insulated Tumbler","<p>The Minnesota Frost 22 oz Copper Vacuum Insulated Tumbler features durable double-wall stainless steel construction, keeping drinks cold for 24 hours and hot for at least 6. Say goodbye to condensation and hello to a sleek, scratch-resistant finish. With an easy-push lid and a reusable Tritan straw, sipping is a breeze. The wide opening allows for comfortable filling and pouring, while the design fits most car cup holders.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong><strong> </strong></p>
<p>Material Details: Stainless Steel with triton straw and lid.</p>
<p>Care Instructions: Dishwasher safe but hand washing is recommended.</p>
<p>Measures 7.8"" (19.8 cm) H x 3.5"" (8.9 cm) W</p>
<p>Weighs 10.4 oz (295 grams)</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/minnesota-frost-22oz-copper-vacuum-insulated-tumbler","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9743003746625","minnesota-frost-rocks-glass","MERGE","Minnesota Frost Rocks Glass","<p>Elevate your drinking experience with the Minnesota Frost Rocks Glass. This classic 10.5 oz rocks glass, also known as a double old-fashioned, is crafted from lead-free glass, ensuring both safety and exceptional clarity for showcasing your favorite beverages. Built to withstand the test of time, this durable glass is ready for countless clinks and celebrations. Perfect for your home bar or as a thoughtful gift.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Material Details: Lead-free glass.</p>
<p>Care Instructions: Hand wash only.</p>
<p>Measures 5.5"" (14 cm) H x 3.25"" (8.3 cm) W</p>
<p>Weighs 12 oz (340 grams)</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/minnesota-frost-rocks-glass","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9743009087809","minnesota-frost-25oz-camelbak-eddy-bottle-tritan-renew","MERGE","Minnesota Frost 25 oz CamelBak Eddy Bottle Tritan Renew","<p>Stay hydrated sustainably with the Minnesota Frost 25 oz CamelBak Eddy Bottle Tritan Renew. This durable bottle features 50% recycled plastic, making it both eco-friendly and BPA-free. Designed for convenience, it’s shatter, stain, and odor-resistant, with a wide mouth for easy filling and cleaning. The spill-proof screw-on lid with a bite valve allows for effortless sipping, while the single-finger carry handle ensures easy portability. It's lightweight too!</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Material Details: BPA-free Eastman Tritan Renew 50% recycled material.</p>
<p>Care Instructions: Dishwasher safe but hand washing is recommended.</p>
<p>Measures 10"" (25.4 cm) H x 3"" (7.6 cm) W</p>
<p>Weighs 8 oz (203 grams)</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/minnesota-frost-25oz-camelbak-eddy-bottle-tritan-renew","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9743009808705","minnesota-frost-soda-can-glass-1","MERGE","Minnesota Frost Soda Can Glass","<p>Raise your glass in style with the Minnesota Frost Soda Can Glass. This 16 oz beauty features a unique design that mimics a classic beverage can, adding a playful twist to your drinkware collection. Made from lead-free glass, it ensures a safe and enjoyable sipping experience and is made to withstand countless clinks.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Materials: Lead-free glass.</p>
<p>Care Instructions: Hand wash only.</p>
<p>Measures 5.5"" (14 cm) H x 3"" (7.6 cm) W</p>
<p>Weighs 9 oz (228 grams)</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/minnesota-frost-soda-can-glass-1","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9743010824513","minnesota-frost-soda-can-glass-with-lid-and-straw-1","MERGE","Minnesota Frost Soda Can Glass with Lid and Straw","<p>Raise your glass in style with the Minnesota Frost Soda Can Glass with Lid and Straw. This 16 oz beauty features a unique design that mimics a classic beverage can with a bamboo lid and reusable stainless steel straw. Made from lead-free glass, it ensures a safe and enjoyable sipping experience and is made to withstand countless clinks.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Materials: Lead-free glass, bamboo lid and stainless steel straw.</p>
<p>Care Instructions: Hand wash only.</p>
<p>Measures 5.5"" (14 cm) H x 3"" (7.6 cm) W</p>
<p>Weighs 10 oz (284 grams)</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/minnesota-frost-soda-can-glass-with-lid-and-straw-1","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9743011512641","minnesota-frost-stemless-wine-glass","MERGE","Minnesota Frost Stemless Wine Glass","<p>Elevate your sipping experience with the Minnesota Frost Stemless Wine Glass. Featuring a sophisticated, curved design that’s both elegant and comfortable to hold, this glass is perfect for any occasion. Crafted from lead-free, durable glass, it ensures a safe and enjoyable drinking experience. The stemless base not only adds stability but also helps prevent spills, making it ideal for gatherings or cozy nights in. Its bowl shape enhances the flavors of your favorite wines, cocktails, or sodas, allowing you to fully appreciate every sip.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Materials: Lead-free glass.</p>
<p>Care Instructions: Hand wash only.</p>
<p>Measures 4.5"" H (11.4 cm) x 3"" (7.6 cm) W</p>
<p>Weighs 15 oz (380 grams)</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/minnesota-frost-stemless-wine-glass","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
"9743019180353","minnesota-frost-16oz-camelbak-forge-flow","MERGE","Minnesota Frost 16 oz CamelBak Forge Flow","<p>Stay refreshed on the go with the Minnesota Frost 16 oz CamelBak Forge Flow. This innovative bottle features a leakproof cap and a self-sealing, one-handed drink lever, ensuring that your beverages stay at the perfect temperature for hours—without spilling a drop. Designed for convenience, the easy-slide free-flow lock button makes sipping and cooling a breeze. Built for your daily adventures, its durable exterior boasts a full powder-coat finish and sits steadily on a non-slip silicone base.</p>
<p><strong>This product is FINAL sale; no returns or exchanges.</strong></p>
<p>Materials: Stainless steel.</p>
<p>Care Instructions: Dishwasher safe but hand washing is recommended.</p>
<p>Measures 8.7"" (22 cm) H x 4.2"" (10.7 cm) W</p>
<p>Weighs 15 oz (380 grams)</p>
<p>PWHL Minnesota Frost - Professional Women's Hockey League Official Product.</p>","SPOKE Custom","","Active","https://shop.thepwhl.com/products/minnesota-frost-16oz-camelbak-forge-flow","","","","","","","","","","","","","","","","","","","","","","","","674","674","",""
